stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.00000] opening C:\Users\Hp\Desktop\mrclobbers-backyard\bin\Debug\allegro5.cfg r
dtor     D               dtor.c:196  _al_register_destructor          [   0.22577] added dtor for sub_bitmap 000000000277ddc0, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22579] added dtor for sub_bitmap 000000000277ebc0, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22580] added dtor for sub_bitmap 000000000277ef40, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22581] added dtor for sub_bitmap 000000000277f2c0, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22582] added dtor for sub_bitmap 000000000277f480, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22584] added dtor for sub_bitmap 00000000027815a0, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22585] added dtor for sub_bitmap 0000000002780420, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22586] added dtor for sub_bitmap 0000000002780ce0, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22587] added dtor for sub_bitmap 0000000002781220, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22589] added dtor for sub_bitmap 00000000027805e0, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22590] added dtor for sub_bitmap 0000000002782020, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22591] added dtor for sub_bitmap 0000000002780ea0, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22592] added dtor for sub_bitmap 0000000002781060, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22593] added dtor for sub_bitmap 0000000002781760, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22594] added dtor for sub_bitmap 0000000002781e60, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22595] added dtor for sub_bitmap 00000000027807a0, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22596] added dtor for sub_bitmap 0000000002780960, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22597] added dtor for sub_bitmap 0000000002780b20, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22599] added dtor for sub_bitmap 0000000002781920, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22600] added dtor for sub_bitmap 00000000027813e0, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22601] added dtor for sub_bitmap 0000000002781ae0, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22602] added dtor for sub_bitmap 0000000002781ca0, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22603] added dtor for sub_bitmap 0000000002780260, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22605] added dtor for sub_bitmap 0000000002783070, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22607] added dtor for sub_bitmap 0000000002782eb0, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22608] added dtor for sub_bitmap 0000000002783230, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22609] added dtor for sub_bitmap 00000000027835b0, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22610] added dtor for sub_bitmap 0000000002783e70, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22611] added dtor for sub_bitmap 00000000027827b0, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22612] added dtor for sub_bitmap 00000000027825f0, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22614] added dtor for sub_bitmap 0000000002782970, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22615] added dtor for sub_bitmap 0000000002783770, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22616] added dtor for sub_bitmap 0000000002782b30, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22617] added dtor for sub_bitmap 0000000002783930, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22618] added dtor for sub_bitmap 00000000027833f0, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22620] added dtor for sub_bitmap 0000000002782cf0, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22621] added dtor for sub_bitmap 0000000002783af0, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22622] added dtor for sub_bitmap 0000000002783cb0, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22623] added dtor for sub_bitmap 0000000002784030, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22624] added dtor for sub_bitmap 0000000002782270, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22625] added dtor for sub_bitmap 0000000002782430, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22627] added dtor for sub_bitmap 0000000002785e50, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22629] added dtor for sub_bitmap 0000000002788850, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22630] added dtor for sub_bitmap 0000000002787190, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22631] added dtor for sub_bitmap 00000000027861d0, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22632] added dtor for sub_bitmap 0000000002787510, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22633] added dtor for sub_bitmap 0000000002785050, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22635] added dtor for sub_bitmap 0000000002786c50, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22636] added dtor for sub_bitmap 00000000027876d0, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22637] added dtor for sub_bitmap 0000000002786550, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22638] added dtor for sub_bitmap 0000000002785910, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22639] added dtor for sub_bitmap 0000000002787350, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22641] added dtor for sub_bitmap 0000000002788690, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22642] added dtor for sub_bitmap 0000000002788a10, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22643] added dtor for sub_bitmap 0000000002788310, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22644] added dtor for sub_bitmap 00000000027884d0, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22645] added dtor for sub_bitmap 0000000002786710, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22646] added dtor for sub_bitmap 0000000002785ad0, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22647] added dtor for sub_bitmap 0000000002788bd0, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22649] added dtor for sub_bitmap 0000000002785210, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22650] added dtor for sub_bitmap 00000000027853d0, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22651] added dtor for sub_bitmap 0000000002787c10, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22652] added dtor for sub_bitmap 0000000002787890, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22653] added dtor for sub_bitmap 0000000002786e10, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22654] added dtor for sub_bitmap 0000000002785c90, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22655] added dtor for sub_bitmap 00000000027868d0, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22656] added dtor for sub_bitmap 0000000002786a90, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22658] added dtor for sub_bitmap 0000000002785590, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22659] added dtor for sub_bitmap 0000000002784e90, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22660] added dtor for sub_bitmap 0000000002786010, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22661] added dtor for sub_bitmap 0000000002787a50, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22663] added dtor for sub_bitmap 0000000002786390, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22664] added dtor for sub_bitmap 0000000002785750, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22665] added dtor for sub_bitmap 0000000002787dd0, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22666] added dtor for sub_bitmap 0000000002787f90, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22667] added dtor for sub_bitmap 0000000002788150, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22669] added dtor for sub_bitmap 0000000002786fd0, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22671] added dtor for sub_bitmap 000000000278ad50, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22672] added dtor for sub_bitmap 000000000278c090, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22673] added dtor for sub_bitmap 000000000278ce90, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22674] added dtor for sub_bitmap 000000000278d750, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22676] added dtor for sub_bitmap 000000000278d3d0, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22677] added dtor for sub_bitmap 000000000278de50, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22678] added dtor for sub_bitmap 000000000278a810, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22679] added dtor for sub_bitmap 000000000278c410, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22680] added dtor for sub_bitmap 000000000278b990, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22681] added dtor for sub_bitmap 000000000278d590, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22683] added dtor for sub_bitmap 000000000278c250, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22684] added dtor for sub_bitmap 000000000278d910, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22685] added dtor for sub_bitmap 000000000278bd10, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22686] added dtor for sub_bitmap 000000000278cb10, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22687] added dtor for sub_bitmap 000000000278b0d0, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22688] added dtor for sub_bitmap 000000000278c950, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22689] added dtor for sub_bitmap 000000000278b290, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22691] added dtor for sub_bitmap 000000000278a2d0, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22692] added dtor for sub_bitmap 000000000278c790, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22693] added dtor for sub_bitmap 000000000278d050, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22694] added dtor for sub_bitmap 000000000278a650, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22695] added dtor for sub_bitmap 000000000278af10, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22697] added dtor for sub_bitmap 000000000278ccd0, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22698] added dtor for sub_bitmap 000000000278e010, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22699] added dtor for sub_bitmap 000000000278d210, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22700] added dtor for sub_bitmap 000000000278dad0, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22701] added dtor for sub_bitmap 000000000278a490, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22702] added dtor for sub_bitmap 000000000278a9d0, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22703] added dtor for sub_bitmap 000000000278dc90, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22706] added dtor for sub_bitmap 000000000278ab90, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22707] added dtor for sub_bitmap 000000000278b450, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22709] added dtor for sub_bitmap 000000000278b610, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22710] added dtor for sub_bitmap 000000000278b7d0, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22711] added dtor for sub_bitmap 000000000278bb50, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22712] added dtor for sub_bitmap 000000000278bed0, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22713] added dtor for sub_bitmap 000000000278c5d0, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22716] added dtor for sub_bitmap 0000000002791980, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22717] added dtor for sub_bitmap 0000000002792cc0, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22719] added dtor for sub_bitmap 0000000002791b40, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22720] added dtor for sub_bitmap 000000000278f4c0, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22721] added dtor for sub_bitmap 0000000002791ec0, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22722] added dtor for sub_bitmap 0000000002790100, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22723] added dtor for sub_bitmap 000000000278f680, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22724] added dtor for sub_bitmap 0000000002791280, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22726] added dtor for sub_bitmap 00000000027902c0, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22727] added dtor for sub_bitmap 000000000278f840, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22728] added dtor for sub_bitmap 000000000278fbc0, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22729] added dtor for sub_bitmap 0000000002791d00, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22730] added dtor for sub_bitmap 000000000278fa00, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22731] added dtor for sub_bitmap 0000000002791440, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22732] added dtor for sub_bitmap 0000000002791600, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22734] added dtor for sub_bitmap 0000000002792b00, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22735] added dtor for sub_bitmap 0000000002793040, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22736] added dtor for sub_bitmap 0000000002790480, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22738] added dtor for sub_bitmap 0000000002792400, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22739] added dtor for sub_bitmap 000000000278ff40, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22740] added dtor for sub_bitmap 0000000002792080, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22741] added dtor for sub_bitmap 0000000002790b80, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22742] added dtor for sub_bitmap 000000000278fd80, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22744] added dtor for sub_bitmap 000000000278f300, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22745] added dtor for sub_bitmap 0000000002792e80, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22746] added dtor for sub_bitmap 00000000027917c0, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22747] added dtor for sub_bitmap 0000000002790640, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22748] added dtor for sub_bitmap 00000000027910c0, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22749] added dtor for sub_bitmap 0000000002792240, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22751] added dtor for sub_bitmap 00000000027925c0, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22752] added dtor for sub_bitmap 0000000002790800, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22753] added dtor for sub_bitmap 00000000027909c0, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22754] added dtor for sub_bitmap 0000000002792940, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22755] added dtor for sub_bitmap 0000000002792780, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22756] added dtor for sub_bitmap 0000000002790d40, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22758] added dtor for sub_bitmap 0000000002790f00, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22760] added dtor for sub_bitmap 0000000002794810, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22761] added dtor for sub_bitmap 0000000002794110, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22762] added dtor for sub_bitmap 00000000027957d0, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22763] added dtor for sub_bitmap 0000000002795290, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22764] added dtor for sub_bitmap 0000000002796cd0, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22766] added dtor for sub_bitmap 00000000027934d0, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22767] added dtor for sub_bitmap 0000000002795450, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22768] added dtor for sub_bitmap 00000000027942d0, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22769] added dtor for sub_bitmap 0000000002793850, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22771] added dtor for sub_bitmap 0000000002793bd0, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22772] added dtor for sub_bitmap 0000000002795b50, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22773] added dtor for sub_bitmap 0000000002793a10, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22774] added dtor for sub_bitmap 0000000002795610, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22775] added dtor for sub_bitmap 0000000002795990, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22777] added dtor for sub_bitmap 0000000002796b10, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22778] added dtor for sub_bitmap 0000000002797050, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22779] added dtor for sub_bitmap 0000000002794490, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22781] added dtor for sub_bitmap 0000000002796410, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22782] added dtor for sub_bitmap 0000000002793f50, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22783] added dtor for sub_bitmap 0000000002795d10, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22784] added dtor for sub_bitmap 0000000002794b90, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22786] added dtor for sub_bitmap 0000000002794d50, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22787] added dtor for sub_bitmap 0000000002796e90, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22788] added dtor for sub_bitmap 0000000002793310, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22789] added dtor for sub_bitmap 0000000002793690, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22790] added dtor for sub_bitmap 0000000002794650, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22792] added dtor for sub_bitmap 0000000002794f10, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22793] added dtor for sub_bitmap 00000000027950d0, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22794] added dtor for sub_bitmap 0000000002793d90, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22795] added dtor for sub_bitmap 0000000002795ed0, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22796] added dtor for sub_bitmap 0000000002796090, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22797] added dtor for sub_bitmap 00000000027949d0, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22799] added dtor for sub_bitmap 0000000002796250, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22800] added dtor for sub_bitmap 00000000027965d0, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22801] added dtor for sub_bitmap 0000000002796790, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22802] added dtor for sub_bitmap 0000000002796950, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22805] added dtor for sub_bitmap 000000000279c780, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22807] added dtor for sub_bitmap 000000000279c940, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22808] added dtor for sub_bitmap 0000000002798dc0, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22809] added dtor for sub_bitmap 000000000279ab80, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22810] added dtor for sub_bitmap 000000000279bb40, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22812] added dtor for sub_bitmap 0000000002798a40, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22813] added dtor for sub_bitmap 000000000279ec40, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22814] added dtor for sub_bitmap 000000000279af00, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22815] added dtor for sub_bitmap 000000000279b980, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22817] added dtor for sub_bitmap 000000000279cb00, func 00007ffb781a1c08
dtor     D               dtor.c:227  _al_unregister_destructor        [   0.22819] removed dtor for bitmap 000000000270b710
dtor     D               dtor.c:196  _al_register_destructor          [   0.22821] added dtor for font 0000000002702360, func 00007ffb782f4a30
dtor     D               dtor.c:227  _al_unregister_destructor        [   0.22823] removed dtor for bitmap 000000000270b550
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.27705] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.27710] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.10480] removed dtor for font 0000000002702360
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.10488] removed dtor for sub_bitmap 0000000002775ef0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.10491] removed dtor for sub_bitmap 00000000027760b0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.10493] removed dtor for sub_bitmap 0000000002776270
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.10494] removed dtor for sub_bitmap 0000000002776430
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.10496] removed dtor for sub_bitmap 00000000027765f0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.10498] removed dtor for sub_bitmap 00000000027767b0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.10500] removed dtor for sub_bitmap 0000000002776970
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.10501] removed dtor for sub_bitmap 0000000002776b30
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.10503] removed dtor for sub_bitmap 0000000002776cf0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.10505] removed dtor for sub_bitmap 000000000270b8d0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.10507] removed dtor for sub_bitmap 000000000270ba90
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.10508] removed dtor for sub_bitmap 000000000270bc50
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.10510] removed dtor for sub_bitmap 000000000270be10
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.10512] removed dtor for sub_bitmap 000000000270bfd0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.10514] removed dtor for sub_bitmap 000000000270ce20
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.10515] removed dtor for sub_bitmap 000000000270c720
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.10517] removed dtor for sub_bitmap 000000000270caa0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.10519] removed dtor for sub_bitmap 000000000270cc60
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.10521] removed dtor for sub_bitmap 000000000270c560
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.10523] removed dtor for sub_bitmap 000000000270c1e0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.10524] removed dtor for sub_bitmap 000000000270c3a0
